case_sample_id,source,case_id,geo_id,pressure_level_id,H_m,lambda,M_m,q_top_MPa,alpha_E_roof,alpha_c_roof,phi_roof_deg,alpha_t_roof,support_pressure_MPa,P_s,dat_file,max_settlement_m,max_heave_m,peak_abutment_stress_MPa,support_pressure_MPa_from_summary,q_top_MPa_from_summary,summary_file,status,qc_flag,meets_control,design_note
stage2_s2_g16_p01,stage2,s2_g16_p01,g16,p01,1102.21,1.28913,5.5881,24.4131,1.09676,1.19736,30.417,1.05915,0.5,2e+08,s2_g16_p01.dat,49.7694,1.602576,67.58905,0.5,24.4131,工况\flac3d_support_search_cases\summary_s2_g16_p01.tab,done,settlement_gt_2m,0,
stage2_s2_g16_p02,stage2,s2_g16_p02,g16,p02,1102.21,1.28913,5.5881,24.4131,1.09676,1.19736,30.417,1.05915,0.8,3.2e+08,s2_g16_p02.dat,27.61212,1.017726,68.59215,0.8,24.4131,工况\flac3d_support_search_cases\summary_s2_g16_p02.tab,done,settlement_gt_2m,0,
stage2_s2_g16_p03,stage2,s2_g16_p03,g16,p03,1102.21,1.28913,5.5881,24.4131,1.09676,1.19736,30.417,1.05915,1.1,4.4e+08,s2_g16_p03.dat,1.409211,0.2776669,70.03948,1.1,24.4131,工况\flac3d_support_search_cases\summary_s2_g16_p03.tab,done,ok,1,
stage2_s2_g16_p04,stage2,s2_g16_p04,g16,p04,1102.21,1.28913,5.5881,24.4131,1.09676,1.19736,30.417,1.05915,1.4,5.6e+08,s2_g16_p04.dat,1.208178,0.2699501,69.71331,1.4,24.4131,工况\flac3d_support_search_cases\summary_s2_g16_p04.tab,done,ok,1,
stage2_s2_g16_p05,stage2,s2_g16_p05,g16,p05,1102.21,1.28913,5.5881,24.4131,1.09676,1.19736,30.417,1.05915,1.7,6.8e+08,s2_g16_p05.dat,1.100913,0.2689883,70.23042,1.7,24.4131,工况\flac3d_support_search_cases\summary_s2_g16_p05.tab,done,ok,1,
stage2_s2_g17_p01,stage2,s2_g17_p01,g17,p01,1143.64,1.24902,3.03142,25.4074,0.663326,0.981498,31.7914,0.795903,0.5,2e+08,s2_g17_p01.dat,50.70752,1.617984,74.1367,0.5,25.4074,工况\flac3d_support_search_cases\summary_s2_g17_p01.tab,done,settlement_gt_2m,0,
stage2_s2_g17_p02,stage2,s2_g17_p02,g17,p02,1143.64,1.24902,3.03142,25.4074,0.663326,0.981498,31.7914,0.795903,0.8,3.2e+08,s2_g17_p02.dat,35.60389,1.09921,75.32602,0.8,25.4074,工况\flac3d_support_search_cases\summary_s2_g17_p02.tab,done,settlement_gt_2m,0,
stage2_s2_g17_p03,stage2,s2_g17_p03,g17,p03,1143.64,1.24902,3.03142,25.4074,0.663326,0.981498,31.7914,0.795903,1.1,4.4e+08,s2_g17_p03.dat,1.40945,0.329087,81.66599,1.1,25.4074,工况\flac3d_support_search_cases\summary_s2_g17_p03.tab,done,ok,1,
stage2_s2_g17_p04,stage2,s2_g17_p04,g17,p04,1143.64,1.24902,3.03142,25.4074,0.663326,0.981498,31.7914,0.795903,1.4,5.6e+08,s2_g17_p04.dat,1.209665,0.32857,81.87745,1.4,25.4074,工况\flac3d_support_search_cases\summary_s2_g17_p04.tab,done,ok,1,
stage2_s2_g17_p05,stage2,s2_g17_p05,g17,p05,1143.64,1.24902,3.03142,25.4074,0.663326,0.981498,31.7914,0.795903,1.7,6.8e+08,s2_g17_p05.dat,1.119384,0.3288037,81.6933,1.7,25.4074,工况\flac3d_support_search_cases\summary_s2_g17_p05.tab,done,ok,1,
stage2_s2_g18_p01,stage2,s2_g18_p01,g18,p01,876.737,1.47922,4.90427,19.0017,0.922319,1.04529,39.9527,1.19199,0.5,2e+08,s2_g18_p01.dat,0.8666566,0.2058853,67.60427,0.5,19.0017,工况\flac3d_support_search_cases\summary_s2_g18_p01.tab,done,ok,1,
stage2_s2_g18_p02,stage2,s2_g18_p02,g18,p02,876.737,1.47922,4.90427,19.0017,0.922319,1.04529,39.9527,1.19199,0.8,3.2e+08,s2_g18_p02.dat,0.8054154,0.2069405,67.59329,0.8,19.0017,工况\flac3d_support_search_cases\summary_s2_g18_p02.tab,done,ok,1,
stage2_s2_g18_p03,stage2,s2_g18_p03,g18,p03,876.737,1.47922,4.90427,19.0017,0.922319,1.04529,39.9527,1.19199,1.1,4.4e+08,s2_g18_p03.dat,0.7554196,0.2056518,67.44451,1.1,19.0017,工况\flac3d_support_search_cases\summary_s2_g18_p03.tab,done,ok,1,
stage2_s2_g18_p04,stage2,s2_g18_p04,g18,p04,876.737,1.47922,4.90427,19.0017,0.922319,1.04529,39.9527,1.19199,1.4,5.6e+08,s2_g18_p04.dat,0.7159833,0.2073321,67.34394,1.4,19.0017,工况\flac3d_support_search_cases\summary_s2_g18_p04.tab,done,ok,1,
stage2_s2_g18_p05,stage2,s2_g18_p05,g18,p05,876.737,1.47922,4.90427,19.0017,0.922319,1.04529,39.9527,1.19199,1.7,6.8e+08,s2_g18_p05.dat,0.6870242,0.2075884,67.15447,1.7,19.0017,工况\flac3d_support_search_cases\summary_s2_g18_p05.tab,done,ok,1,
stage2_s2_g19_p01,stage2,s2_g19_p01,g19,p01,1099.39,1.31801,3.79175,24.3455,1.05061,0.836038,33.5497,0.893968,0.5,2e+08,s2_g19_p01.dat,54.55358,1.879397,70.3941,0.5,24.3455,工况\flac3d_support_search_cases\summary_s2_g19_p01.tab,done,settlement_gt_2m,0,
stage2_s2_g19_p02,stage2,s2_g19_p02,g19,p02,1099.39,1.31801,3.79175,24.3455,1.05061,0.836038,33.5497,0.893968,0.8,3.2e+08,s2_g19_p02.dat,41.35314,1.505468,68.74336,0.8,24.3455,工况\flac3d_support_search_cases\summary_s2_g19_p02.tab,done,settlement_gt_2m,0,
stage2_s2_g19_p03,stage2,s2_g19_p03,g19,p03,1099.39,1.31801,3.79175,24.3455,1.05061,0.836038,33.5497,0.893968,1.1,4.4e+08,s2_g19_p03.dat,1.584085,0.2834783,73.04852,1.1,24.3455,工况\flac3d_support_search_cases\summary_s2_g19_p03.tab,done,ok,1,
stage2_s2_g19_p04,stage2,s2_g19_p04,g19,p04,1099.39,1.31801,3.79175,24.3455,1.05061,0.836038,33.5497,0.893968,1.4,5.6e+08,s2_g19_p04.dat,1.272372,0.2803302,71.60007,1.4,24.3455,工况\flac3d_support_search_cases\summary_s2_g19_p04.tab,done,ok,1,
stage2_s2_g19_p05,stage2,s2_g19_p05,g19,p05,1099.39,1.31801,3.79175,24.3455,1.05061,0.836038,33.5497,0.893968,1.7,6.8e+08,s2_g19_p05.dat,1.150105,0.2805205,71.19121,1.7,24.3455,工况\flac3d_support_search_cases\summary_s2_g19_p05.tab,done,ok,1,
stage2_s2_g20_p01,stage2,s2_g20_p01,g20,p01,838.532,1.0149,5.07634,18.0848,1.13572,0.897482,27.6612,0.673129,0.5,2e+08,s2_g20_p01.dat,4.965332,0.2592776,56.38964,0.5,18.0848,工况\flac3d_support_search_cases\summary_s2_g20_p01.tab,done,settlement_gt_2m,0,
stage2_s2_g20_p02,stage2,s2_g20_p02,g20,p02,838.532,1.0149,5.07634,18.0848,1.13572,0.897482,27.6612,0.673129,0.8,3.2e+08,s2_g20_p02.dat,0.8703145,0.1668256,61.95114,0.8,18.0848,工况\flac3d_support_search_cases\summary_s2_g20_p02.tab,done,ok,1,
stage2_s2_g20_p03,stage2,s2_g20_p03,g20,p03,838.532,1.0149,5.07634,18.0848,1.13572,0.897482,27.6612,0.673129,1.1,4.4e+08,s2_g20_p03.dat,0.7646044,0.1661159,61.80653,1.1,18.0848,工况\flac3d_support_search_cases\summary_s2_g20_p03.tab,done,ok,1,
stage2_s2_g20_p04,stage2,s2_g20_p04,g20,p04,838.532,1.0149,5.07634,18.0848,1.13572,0.897482,27.6612,0.673129,1.4,5.6e+08,s2_g20_p04.dat,0.6945307,0.165779,61.68646,1.4,18.0848,工况\flac3d_support_search_cases\summary_s2_g20_p04.tab,done,ok,1,
stage2_s2_g20_p05,stage2,s2_g20_p05,g20,p05,838.532,1.0149,5.07634,18.0848,1.13572,0.897482,27.6612,0.673129,1.7,6.8e+08,s2_g20_p05.dat,0.6402161,0.1659058,61.65391,1.7,18.0848,工况\flac3d_support_search_cases\summary_s2_g20_p05.tab,done,ok,1,
stage3_s3_g001_p01,stage3,s3_g001_p01,g001,p01,1173.14,1.46117,4.98381,26.1155,1.39401,0.893405,29.308,1.01254,0.5,2e+08,s3_g001_p01.dat,56.37045,5.36153,66.59249,0.5,26.1155,summary_s3_g001_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage3_s3_g001_p02,stage3,s3_g001_p02,g001,p02,1173.14,1.46117,4.98381,26.1155,1.39401,0.893405,29.308,1.01254,0.8,3.2e+08,s3_g001_p02.dat,43.35561,6.017669,69.03042,0.8,26.1155,summary_s3_g001_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage3_s3_g001_p03,stage3,s3_g001_p03,g001,p03,1173.14,1.46117,4.98381,26.1155,1.39401,0.893405,29.308,1.01254,1.1,4.4e+08,s3_g001_p03.dat,35.44743,6.359468,69.94003,1.1,26.1155,summary_s3_g001_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage3_s3_g001_p04,stage3,s3_g001_p04,g001,p04,1173.14,1.46117,4.98381,26.1155,1.39401,0.893405,29.308,1.01254,1.4,5.6e+08,s3_g001_p04.dat,27.04935,5.156748,70.88641,1.4,26.1155,summary_s3_g001_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage3_s3_g001_p05,stage3,s3_g001_p05,g001,p05,1173.14,1.46117,4.98381,26.1155,1.39401,0.893405,29.308,1.01254,1.7,6.8e+08,s3_g001_p05.dat,19.80973,3.956878,71.27289,1.7,26.1155,summary_s3_g001_p05.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage3_s3_g001_p06,stage3,s3_g001_p06,g001,p06,1173.14,1.46117,4.98381,26.1155,1.39401,0.893405,29.308,1.01254,2,8e+08,s3_g001_p06.dat,12.2972,2.624133,70.67652,2,26.1155,summary_s3_g001_p06.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage3_s3_g001_p07,stage3,s3_g001_p07,g001,p07,1173.14,1.46117,4.98381,26.1155,1.39401,0.893405,29.308,1.01254,2.3,9.2e+08,s3_g001_p07.dat,2.327865,0.5378431,68.7859,2.3,26.1155,summary_s3_g001_p07.tab,done,settlement_gt_2m,0,
stage3_s3_g001_p08,stage3,s3_g001_p08,g001,p08,1173.14,1.46117,4.98381,26.1155,1.39401,0.893405,29.308,1.01254,2.6,1.04e+09,s3_g001_p08.dat,1.549433,0.3510416,71.8505,2.6,26.1155,summary_s3_g001_p08.tab,done,ok,1,
stage3_s3_g002_p01,stage3,s3_g002_p01,g002,p01,1067.8,1.48701,4.72477,23.5873,0.671473,1.05695,34.4393,1.23111,0.5,2e+08,s3_g002_p01.dat,29.23731,0.9758593,66.78774,0.5,23.5873,summary_s3_g002_p01.tab,done,settlement_gt_2m,0,
stage3_s3_g002_p02,stage3,s3_g002_p02,g002,p02,1067.8,1.48701,4.72477,23.5873,0.671473,1.05695,34.4393,1.23111,0.8,3.2e+08,s3_g002_p02.dat,1.462341,0.2963537,73.74654,0.8,23.5873,summary_s3_g002_p02.tab,done,ok,1,
stage3_s3_g002_p03,stage3,s3_g002_p03,g002,p03,1067.8,1.48701,4.72477,23.5873,0.671473,1.05695,34.4393,1.23111,1.1,4.4e+08,s3_g002_p03.dat,1.305774,0.2938394,73.34396,1.1,23.5873,summary_s3_g002_p03.tab,done,ok,1,
stage3_s3_g002_p04,stage3,s3_g002_p04,g002,p04,1067.8,1.48701,4.72477,23.5873,0.671473,1.05695,34.4393,1.23111,1.4,5.6e+08,s3_g002_p04.dat,1.195752,0.2926293,72.98622,1.4,23.5873,summary_s3_g002_p04.tab,done,ok,1,
stage3_s3_g002_p05,stage3,s3_g002_p05,g002,p05,1067.8,1.48701,4.72477,23.5873,0.671473,1.05695,34.4393,1.23111,1.7,6.8e+08,s3_g002_p05.dat,1.103112,0.2907937,73.29866,1.7,23.5873,summary_s3_g002_p05.tab,done,ok,1,
stage3_s3_g002_p06,stage3,s3_g002_p06,g002,p06,1067.8,1.48701,4.72477,23.5873,0.671473,1.05695,34.4393,1.23111,2,8e+08,s3_g002_p06.dat,1.053066,0.2896991,72.57101,2,23.5873,summary_s3_g002_p06.tab,done,ok,1,
stage3_s3_g002_p07,stage3,s3_g002_p07,g002,p07,1067.8,1.48701,4.72477,23.5873,0.671473,1.05695,34.4393,1.23111,2.3,9.2e+08,s3_g002_p07.dat,1.010121,0.289191,72.38855,2.3,23.5873,summary_s3_g002_p07.tab,done,ok,1,
stage3_s3_g002_p08,stage3,s3_g002_p08,g002,p08,1067.8,1.48701,4.72477,23.5873,0.671473,1.05695,34.4393,1.23111,2.6,1.04e+09,s3_g002_p08.dat,0.9521684,0.2846221,73.17057,2.6,23.5873,summary_s3_g002_p08.tab,done,ok,1,
stage3_s3_g003_p01,stage3,s3_g003_p01,g003,p01,1050.51,1.40651,4.89697,23.1722,1.31135,0.781828,37.5658,1.07872,0.5,2e+08,s3_g003_p01.dat,44.10541,1.467183,65.82722,0.5,23.1722,summary_s3_g003_p01.tab,done,settlement_gt_2m,0,
stage3_s3_g003_p02,stage3,s3_g003_p02,g003,p02,1050.51,1.40651,4.89697,23.1722,1.31135,0.781828,37.5658,1.07872,0.8,3.2e+08,s3_g003_p02.dat,1.67417,0.2696283,73.85498,0.8,23.1722,summary_s3_g003_p02.tab,done,ok,1,
stage3_s3_g003_p03,stage3,s3_g003_p03,g003,p03,1050.51,1.40651,4.89697,23.1722,1.31135,0.781828,37.5658,1.07872,1.1,4.4e+08,s3_g003_p03.dat,1.35125,0.2626924,72.84469,1.1,23.1722,summary_s3_g003_p03.tab,done,ok,1,
stage3_s3_g003_p04,stage3,s3_g003_p04,g003,p04,1050.51,1.40651,4.89697,23.1722,1.31135,0.781828,37.5658,1.07872,1.4,5.6e+08,s3_g003_p04.dat,1.163886,0.2563617,72.10033,1.4,23.1722,summary_s3_g003_p04.tab,done,ok,1,
stage3_s3_g003_p05,stage3,s3_g003_p05,g003,p05,1050.51,1.40651,4.89697,23.1722,1.31135,0.781828,37.5658,1.07872,1.7,6.8e+08,s3_g003_p05.dat,1.065738,0.2585877,72.26513,1.7,23.1722,summary_s3_g003_p05.tab,done,ok,1,
stage3_s3_g003_p06,stage3,s3_g003_p06,g003,p06,1050.51,1.40651,4.89697,23.1722,1.31135,0.781828,37.5658,1.07872,2,8e+08,s3_g003_p06.dat,0.9730232,0.254752,72.58439,2,23.1722,summary_s3_g003_p06.tab,done,ok,1,
stage3_s3_g003_p07,stage3,s3_g003_p07,g003,p07,1050.51,1.40651,4.89697,23.1722,1.31135,0.781828,37.5658,1.07872,2.3,9.2e+08,s3_g003_p07.dat,0.9320097,0.2561087,71.96675,2.3,23.1722,summary_s3_g003_p07.tab,done,ok,1,
stage3_s3_g003_p08,stage3,s3_g003_p08,g003,p08,1050.51,1.40651,4.89697,23.1722,1.31135,0.781828,37.5658,1.07872,2.6,1.04e+09,s3_g003_p08.dat,0.8770939,0.2522619,72.14612,2.6,23.1722,summary_s3_g003_p08.tab,done,ok,1,
stage3_s3_g004_p01,stage3,s3_g004_p01,g004,p01,1015.01,0.961687,5.18041,22.3203,1.1555,1.29914,38.4333,1.05314,0.5,2e+08,s3_g004_p01.dat,1.239203,0.2117272,71.84195,0.5,22.3203,summary_s3_g004_p01.tab,done,ok,1,
stage3_s3_g004_p02,stage3,s3_g004_p02,g004,p02,1015.01,0.961687,5.18041,22.3203,1.1555,1.29914,38.4333,1.05314,0.8,3.2e+08,s3_g004_p02.dat,1.059466,0.2117558,71.77937,0.8,22.3203,summary_s3_g004_p02.tab,done,ok,1,
stage3_s3_g004_p03,stage3,s3_g004_p03,g004,p03,1015.01,0.961687,5.18041,22.3203,1.1555,1.29914,38.4333,1.05314,1.1,4.4e+08,s3_g004_p03.dat,0.9417393,0.2099014,71.05941,1.1,22.3203,summary_s3_g004_p03.tab,done,ok,1,
stage3_s3_g004_p04,stage3,s3_g004_p04,g004,p04,1015.01,0.961687,5.18041,22.3203,1.1555,1.29914,38.4333,1.05314,1.4,5.6e+08,s3_g004_p04.dat,0.875932,0.2074586,71.09468,1.4,22.3203,summary_s3_g004_p04.tab,done,ok,1,
stage3_s3_g004_p05,stage3,s3_g004_p05,g004,p05,1015.01,0.961687,5.18041,22.3203,1.1555,1.29914,38.4333,1.05314,1.7,6.8e+08,s3_g004_p05.dat,0.8184608,0.2055192,70.87679,1.7,22.3203,summary_s3_g004_p05.tab,done,ok,1,
stage3_s3_g004_p06,stage3,s3_g004_p06,g004,p06,1015.01,0.961687,5.18041,22.3203,1.1555,1.29914,38.4333,1.05314,2,8e+08,s3_g004_p06.dat,0.776624,0.2026643,70.57869,2,22.3203,summary_s3_g004_p06.tab,done,ok,1,
stage3_s3_g004_p07,stage3,s3_g004_p07,g004,p07,1015.01,0.961687,5.18041,22.3203,1.1555,1.29914,38.4333,1.05314,2.3,9.2e+08,s3_g004_p07.dat,0.7244326,0.2018012,70.43461,2.3,22.3203,summary_s3_g004_p07.tab,done,ok,1,
stage3_s3_g004_p08,stage3,s3_g004_p08,g004,p08,1015.01,0.961687,5.18041,22.3203,1.1555,1.29914,38.4333,1.05314,2.6,1.04e+09,s3_g004_p08.dat,0.6947824,0.200211,70.29492,2.6,22.3203,summary_s3_g004_p08.tab,done,ok,1,
stage3_s3_g005_p01,stage3,s3_g005_p01,g005,p01,1157.05,0.85049,3.23435,25.7292,1.14028,1.04687,36.1867,0.575689,0.5,2e+08,s3_g005_p01.dat,74.8572,1.054082,75.84259,0.5,25.7292,summary_s3_g005_p01.tab,done,settlement_gt_2m,0,
stage3_s3_g005_p02,stage3,s3_g005_p02,g005,p02,1157.05,0.85049,3.23435,25.7292,1.14028,1.04687,36.1867,0.575689,0.8,3.2e+08,s3_g005_p02.dat,68.81896,0.9559634,77.24429,0.8,25.7292,summary_s3_g005_p02.tab,done,settlement_gt_2m,0,
stage3_s3_g005_p03,stage3,s3_g005_p03,g005,p03,1157.05,0.85049,3.23435,25.7292,1.14028,1.04687,36.1867,0.575689,1.1,4.4e+08,s3_g005_p03.dat,61.22136,0.8484036,73.52085,1.1,25.7292,summary_s3_g005_p03.tab,done,settlement_gt_2m,0,
stage3_s3_g005_p04,stage3,s3_g005_p04,g005,p04,1157.05,0.85049,3.23435,25.7292,1.14028,1.04687,36.1867,0.575689,1.4,5.6e+08,s3_g005_p04.dat,53.93752,0.7595643,77.03344,1.4,25.7292,summary_s3_g005_p04.tab,done,settlement_gt_2m,0,
stage3_s3_g005_p05,stage3,s3_g005_p05,g005,p05,1157.05,0.85049,3.23435,25.7292,1.14028,1.04687,36.1867,0.575689,1.7,6.8e+08,s3_g005_p05.dat,42.30902,0.5953198,75.43682,1.7,25.7292,summary_s3_g005_p05.tab,done,settlement_gt_2m,0,
stage3_s3_g005_p06,stage3,s3_g005_p06,g005,p06,1157.05,0.85049,3.23435,25.7292,1.14028,1.04687,36.1867,0.575689,2,8e+08,s3_g005_p06.dat,1.036634,0.3079509,77.84271,2,25.7292,summary_s3_g005_p06.tab,done,ok,1,
stage3_s3_g005_p07,stage3,s3_g005_p07,g005,p07,1157.05,0.85049,3.23435,25.7292,1.14028,1.04687,36.1867,0.575689,2.3,9.2e+08,s3_g005_p07.dat,0.9145608,0.3062487,77.24332,2.3,25.7292,summary_s3_g005_p07.tab,done,ok,1,
stage3_s3_g005_p08,stage3,s3_g005_p08,g005,p08,1157.05,0.85049,3.23435,25.7292,1.14028,1.04687,36.1867,0.575689,2.6,1.04e+09,s3_g005_p08.dat,0.8402327,0.3037912,77.15465,2.6,25.7292,summary_s3_g005_p08.tab,done,ok,1,
stage3_s3_g006_p01,stage3,s3_g006_p01,g006,p01,1194.2,0.878573,3.47062,26.6207,0.786513,1.38711,26.1627,0.8264,0.5,2e+08,s3_g006_p01.dat,74.23537,2.556391,77.55332,0.5,26.6207,summary_s3_g006_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage3_s3_g006_p02,stage3,s3_g006_p02,g006,p02,1194.2,0.878573,3.47062,26.6207,0.786513,1.38711,26.1627,0.8264,0.8,3.2e+08,s3_g006_p02.dat,69.52792,2.179511,74.07172,0.8,26.6207,summary_s3_g006_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage3_s3_g006_p03,stage3,s3_g006_p03,g006,p03,1194.2,0.878573,3.47062,26.6207,0.786513,1.38711,26.1627,0.8264,1.1,4.4e+08,s3_g006_p03.dat,62.61641,1.889886,75.205,1.1,26.6207,summary_s3_g006_p03.tab,done,settlement_gt_2m,0,
stage3_s3_g006_p04,stage3,s3_g006_p04,g006,p04,1194.2,0.878573,3.47062,26.6207,0.786513,1.38711,26.1627,0.8264,1.4,5.6e+08,s3_g006_p04.dat,56.15627,1.758608,75.33832,1.4,26.6207,summary_s3_g006_p04.tab,done,settlement_gt_2m,0,
stage3_s3_g006_p05,stage3,s3_g006_p05,g006,p05,1194.2,0.878573,3.47062,26.6207,0.786513,1.38711,26.1627,0.8264,1.7,6.8e+08,s3_g006_p05.dat,48.19284,1.420147,76.67798,1.7,26.6207,summary_s3_g006_p05.tab,done,settlement_gt_2m,0,
stage3_s3_g006_p06,stage3,s3_g006_p06,g006,p06,1194.2,0.878573,3.47062,26.6207,0.786513,1.38711,26.1627,0.8264,2,8e+08,s3_g006_p06.dat,38.01539,1.130858,74.99739,2,26.6207,summary_s3_g006_p06.tab,done,settlement_gt_2m,0,
stage3_s3_g006_p07,stage3,s3_g006_p07,g006,p07,1194.2,0.878573,3.47062,26.6207,0.786513,1.38711,26.1627,0.8264,2.3,9.2e+08,s3_g006_p07.dat,19.35208,0.7036412,76.96501,2.3,26.6207,summary_s3_g006_p07.tab,done,settlement_gt_2m,0,
stage3_s3_g006_p08,stage3,s3_g006_p08,g006,p08,1194.2,0.878573,3.47062,26.6207,0.786513,1.38711,26.1627,0.8264,2.6,1.04e+09,s3_g006_p08.dat,1.10105,0.310235,73.68744,2.6,26.6207,summary_s3_g006_p08.tab,done,ok,1,
stage3_s3_g007_p01,stage3,s3_g007_p01,g007,p01,1025.05,1.12828,3.30767,22.5612,1.06441,0.863197,26.7055,0.668485,0.5,2e+08,s3_g007_p01.dat,39.67079,2.148398,66.415,0.5,22.5612,summary_s3_g007_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage3_s3_g007_p02,stage3,s3_g007_p02,g007,p02,1025.05,1.12828,3.30767,22.5612,1.06441,0.863197,26.7055,0.668485,0.8,3.2e+08,s3_g007_p02.dat,30.32895,1.62411,70.28944,0.8,22.5612,summary_s3_g007_p02.tab,done,settlement_gt_2m,0,
stage3_s3_g007_p03,stage3,s3_g007_p03,g007,p03,1025.05,1.12828,3.30767,22.5612,1.06441,0.863197,26.7055,0.668485,1.1,4.4e+08,s3_g007_p03.dat,18.02556,0.9417174,65.9688,1.1,22.5612,summary_s3_g007_p03.tab,done,settlement_gt_2m,0,
stage3_s3_g007_p04,stage3,s3_g007_p04,g007,p04,1025.05,1.12828,3.30767,22.5612,1.06441,0.863197,26.7055,0.668485,1.4,5.6e+08,s3_g007_p04.dat,1.270726,0.2603404,74.92088,1.4,22.5612,summary_s3_g007_p04.tab,done,ok,1,
stage3_s3_g007_p05,stage3,s3_g007_p05,g007,p05,1025.05,1.12828,3.30767,22.5612,1.06441,0.863197,26.7055,0.668485,1.7,6.8e+08,s3_g007_p05.dat,1.015373,0.2530095,74.55653,1.7,22.5612,summary_s3_g007_p05.tab,done,ok,1,
stage3_s3_g007_p06,stage3,s3_g007_p06,g007,p06,1025.05,1.12828,3.30767,22.5612,1.06441,0.863197,26.7055,0.668485,2,8e+08,s3_g007_p06.dat,0.9054589,0.2502679,74.11473,2,22.5612,summary_s3_g007_p06.tab,done,ok,1,
stage3_s3_g007_p07,stage3,s3_g007_p07,g007,p07,1025.05,1.12828,3.30767,22.5612,1.06441,0.863197,26.7055,0.668485,2.3,9.2e+08,s3_g007_p07.dat,0.8197482,0.2466136,74.77427,2.3,22.5612,summary_s3_g007_p07.tab,done,ok,1,
stage3_s3_g007_p08,stage3,s3_g007_p08,g007,p08,1025.05,1.12828,3.30767,22.5612,1.06441,0.863197,26.7055,0.668485,2.6,1.04e+09,s3_g007_p08.dat,0.7581745,0.2473678,74.3787,2.6,22.5612,summary_s3_g007_p08.tab,done,ok,1,
stage3_s3_g008_p01,stage3,s3_g008_p01,g008,p01,807.055,1.47581,3.9193,17.3293,1.25847,1.3279,27.3238,1.2779,0.5,2e+08,s3_g008_p01.dat,0.6689734,0.1871175,69.57595,0.5,17.3293,summary_s3_g008_p01.tab,done,ok,1,
stage3_s3_g008_p02,stage3,s3_g008_p02,g008,p02,807.055,1.47581,3.9193,17.3293,1.25847,1.3279,27.3238,1.2779,0.8,3.2e+08,s3_g008_p02.dat,0.621999,0.1866671,69.49085,0.8,17.3293,summary_s3_g008_p02.tab,done,ok,1,
stage3_s3_g008_p03,stage3,s3_g008_p03,g008,p03,807.055,1.47581,3.9193,17.3293,1.25847,1.3279,27.3238,1.2779,1.1,4.4e+08,s3_g008_p03.dat,0.5899776,0.1854286,69.18811,1.1,17.3293,summary_s3_g008_p03.tab,done,ok,1,
stage3_s3_g008_p04,stage3,s3_g008_p04,g008,p04,807.055,1.47581,3.9193,17.3293,1.25847,1.3279,27.3238,1.2779,1.4,5.6e+08,s3_g008_p04.dat,0.5612016,0.1843842,69.00055,1.4,17.3293,summary_s3_g008_p04.tab,done,ok,1,
stage3_s3_g008_p05,stage3,s3_g008_p05,g008,p05,807.055,1.47581,3.9193,17.3293,1.25847,1.3279,27.3238,1.2779,1.7,6.8e+08,s3_g008_p05.dat,0.5355401,0.1825483,68.67581,1.7,17.3293,summary_s3_g008_p05.tab,done,ok,1,
stage3_s3_g008_p06,stage3,s3_g008_p06,g008,p06,807.055,1.47581,3.9193,17.3293,1.25847,1.3279,27.3238,1.2779,2,8e+08,s3_g008_p06.dat,0.5116861,0.1815862,68.45372,2,17.3293,summary_s3_g008_p06.tab,done,ok,1,
stage3_s3_g008_p07,stage3,s3_g008_p07,g008,p07,807.055,1.47581,3.9193,17.3293,1.25847,1.3279,27.3238,1.2779,2.3,9.2e+08,s3_g008_p07.dat,0.4875288,0.1791145,68.52822,2.3,17.3293,summary_s3_g008_p07.tab,done,ok,1,
stage3_s3_g008_p08,stage3,s3_g008_p08,g008,p08,807.055,1.47581,3.9193,17.3293,1.25847,1.3279,27.3238,1.2779,2.6,1.04e+09,s3_g008_p08.dat,0.4616918,0.1771786,68.65509,2.6,17.3293,summary_s3_g008_p08.tab,done,ok,1,
stage3_s3_g009_p01,stage3,s3_g009_p01,g009,p01,1146.12,1.03159,5.51719,25.4669,0.800727,0.98846,31.4871,0.523539,0.5,2e+08,s3_g009_p01.dat,73.67335,2.83016,69.6632,0.5,25.4669,summary_s3_g009_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage3_s3_g009_p02,stage3,s3_g009_p02,g009,p02,1146.12,1.03159,5.51719,25.4669,0.800727,0.98846,31.4871,0.523539,0.8,3.2e+08,s3_g009_p02.dat,68.36086,2.589469,68.35238,0.8,25.4669,summary_s3_g009_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage3_s3_g009_p03,stage3,s3_g009_p03,g009,p03,1146.12,1.03159,5.51719,25.4669,0.800727,0.98846,31.4871,0.523539,1.1,4.4e+08,s3_g009_p03.dat,60.60662,2.244533,69.7121,1.1,25.4669,summary_s3_g009_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,
